Id,SalePrice
1745,217106.64
1746,257842.89
1747,244278.88
1748,283743.25
1749,157152.84
1750,125712.125
1751,293776.3
1752,119459.09
1753,154932.78
1754,194803.38
1755,168710.69
1756,135959.05
1757,120960.64
1758,133774.66
1759,165703.95
1760,153008.45
1761,139744.22
1762,218865.88
1763,164360.1
1764,124426.82
1765,189063.28
1766,184917.81
1767,219754.6
1768,140008.6
1769,168793.2
1770,138735.92
1771,121687.6
1772,150730.53
1773,142482.69
1774,162497.12
1775,133341.38
1776,147206.97
1777,113070.57
1778,136410.67
1779,132878.7
1780,157299.78
1781,130953.49
1782,86560.74
1783,139194.52
1784,117937.13
1785,119983.37
1786,132651.52
1787,152090.5
1788,39782.727
1789,94334.52
1790,88356.26
1791,174623.84
1792,165815.33
1793,137865.78
1794,133836.58
1795,133951.27
1796,136118.25
1797,111084.914
1798,124041.04
1799,113610.65
1800,134430.25
1801,138068.77
1802,117305.69
1803,157490.31
1804,133713.69
1805,129348.36
1806,122459.305
1807,158689.62
1808,129426.984
1809,140734.02
1810,146746.47
1811,89981.586
1812,120781.44
1813,130618.64
1814,93459.26
1815,59474.883
1816,116591.25
1817,121422.25
1818,144773.56
1819,121244.48
1820,70479.52
1821,97887.695
1822,148847.16
1823,55817.47
1824,132057.03
1825,133461.42
1826,104823.914
1827,106328.51
1828,136605.0
1829,112234.14
1830,153626.25
1831,134228.86
1832,59084.758
1833,150818.31
1834,127658.39
1835,92689.37
1836,105676.68
1837,108264.41
1838,119653.27
1839,103747.43
1840,131093.4
1841,131803.03
1842,96369.35
1843,139417.6
1844,139750.28
1845,143224.94
1846,156347.08
1847,223346.83
1848,57759.008
1849,142918.31
1850,120408.9
1851,164839.8
1852,123573.21
1853,116070.984
1854,156450.06
1855,142215.0
1856,230314.03
1857,206254.56
1858,134444.48
1859,121527.66
1860,147213.78
1861,120056.086
1862,292501.16
1863,271036.9
1864,271531.47
1865,338053.25
1866,276707.75
1867,213733.12
1868,278367.94
1869,183131.44
1870,188781.6
1871,218742.52
1872,170289.17
1873,216674.22
1874,142035.69
1875,192103.52
1876,201398.33
1877,193981.03
1878,195569.72
1879,137026.86
1880,123699.1
1881,231143.53
1882,273972.2
1883,208710.95
1884,223672.23
1885,212054.9
1886,290771.38
1887,185323.16
1888,229503.25
1889,168914.61
1890,123060.61
1891,138082.69
1892,103787.16
1893,130329.305
1894,126882.555
1895,159593.81
1896,126309.74
1897,112576.4
1898,129115.46
1899,167690.28
1900,152405.56
1901,180936.16
1902,169667.0
1903,199565.94
1904,136722.27
1905,194215.23
1906,160864.8
1907,253846.73
1908,115872.26
1909,124287.15
1910,125071.24
1911,255056.31
1912,373034.3
1913,135502.73
1914,62128.766
1915,222339.31
1916,103501.76
1917,252359.78
1918,148000.75
1919,174268.88
1920,162974.86
1921,318611.2
1922,265095.7
1923,208929.83
1924,219807.33
1925,218040.6
1926,363040.3
1927,136240.6
1928,161761.12
1929,131635.27
1930,149915.0
1931,139138.53
1932,138831.6
1933,198460.38
1934,174426.28
1935,171785.39
1936,175841.08
1937,183770.17
1938,166554.8
1939,271063.44
1940,195015.72
1941,173648.78
1942,177247.42
1943,198865.1
1944,330297.12
1945,415383.9
1946,101371.086
1947,297708.34
1948,199007.11
1949,228131.5
1950,166879.0
1951,241178.42
1952,229470.64
1953,148727.62
1954,200561.66
1955,137750.23
1956,362995.84
1957,170200.88
1958,313786.44
1959,157389.03
1960,117306.016
1961,114978.03
1962,97263.96
1963,119805.05
1964,115104.97
1965,141706.27
1966,146245.17
1967,299188.94
1968,389892.44
1969,388564.5
1970,383355.44
1971,508162.75
1972,344402.38
1973,271281.3
1974,310236.5
1975,486973.88
1976,274472.7
1977,375229.06
1978,445877.06
1979,342691.75
1980,207727.66
1981,343856.28
1982,194787.83
1983,195456.95
1984,171703.34
1985,199359.61
1986,203085.25
1987,161972.47
1988,181534.34
1989,200114.4
1990,217378.28
1991,211495.42
1992,210824.67
1993,171514.11
1994,244705.69
1995,190677.36
1996,261611.47
1997,308299.3
1998,335600.97
1999,266261.56
2000,327906.7
2001,266633.75
2002,231286.84
2003,267623.47
2004,273240.8
2005,212710.55
2006,218808.22
2007,264784.88
2008,204148.66
2009,192457.97
2010,183465.81
2011,153905.61
2012,164324.75
2013,185636.16
2014,192385.19
2015,187428.88
2016,194029.92
2017,195912.58
2018,128049.81
2019,129286.664
2020,114502.64
2021,98151.99
2022,202107.34
2023,141221.16
2024,377862.22
2025,343751.25
2026,176434.7
2027,151171.0
2028,152753.94
2029,161219.66
2030,249431.8
2031,206224.62
2032,208318.19
2033,224834.9
2034,171479.62
2035,221227.58
2036,176839.9
2037,177444.94
2038,257599.45
2039,211214.47
2040,286774.8
2041,288315.38
2042,233514.47
2043,178762.61
2044,172073.75
2045,194283.5
2046,152315.62
2047,149848.44
2048,137617.03
2049,134620.34
2050,169278.38
2051,119451.34
2052,127248.875
2053,146837.75
2054,94701.016
2055,139972.53
2056,147750.48
2057,118163.92
2058,226550.67
2059,131706.72
2060,167711.47
2061,177056.19
2062,128475.12
2063,122941.12
2064,131821.53
2065,118959.89
2066,195460.44
2067,162901.14
2068,142531.97
2069,85150.74
2070,110041.48
2071,97079.21
2072,120746.98
2073,137184.25
2074,155461.25
2075,140970.62
2076,111462.18
2077,139931.14
2078,121545.195
2079,123811.55
2080,114921.836
2081,123132.39
2082,102153.08
2083,148550.72
2084,114608.57
2085,128520.19
2086,108604.27
2087,116442.25
2088,102950.74
2089,81409.26
2090,127452.77
2091,118387.43
2092,137447.8
2093,114374.336
2094,107221.9
2095,123247.945
2096,88399.266
2097,89147.164
2098,136868.53
2099,48064.66
2100,90387.51
2101,111913.23
2102,132110.94
2103,103526.98
2104,175234.23
2105,142510.14
2106,67959.86
2107,190730.84
2108,114431.74
2109,121425.4
2110,146214.36
2111,145382.92
2112,145130.48
2113,118903.16
2114,133857.4
2115,166124.12
2116,117874.734
2117,146065.77
2118,138821.25
2119,117802.414
2120,116550.02
2121,98143.92
2122,118603.24
2123,100737.73
2124,156718.5
2125,103393.26
2126,173836.39
2127,168658.56
2128,131359.28
2129,95268.26
2130,143867.69
2131,127429.51
2132,116431.46
2133,118863.0
2134,122613.84
2135,88977.24
2136,99069.43
2137,122019.23
2138,128480.38
2139,146834.67
2140,134689.25
2141,154871.7
2142,133145.66
2143,150432.66
2144,126952.74
2145,131977.97
2146,165676.19
2147,137453.06
2148,127239.195
2149,141279.27
2150,191000.11
2151,106925.305
2152,166792.9
2153,214211.94
2154,115627.1
2155,159806.6
2156,349014.97
2157,229542.02
2158,253315.14
2159,236023.42
2160,172510.0
2161,232759.55
2162,315426.6
2163,345874.78
2164,209440.0
2165,180853.16
2166,144364.97
2167,191934.47
2168,193658.16
2169,200783.9
2170,168272.3
2171,152095.27
2172,128102.914
2173,193643.78
2174,260060.0
2175,271631.3
2176,323674.2
2177,274362.97
2178,205049.81
2179,139649.72
2180,189395.0
2181,194471.47
2182,212881.84
2183,187441.4
2184,121978.85
2185,137203.97
2186,130534.1
2187,144277.66
2188,149569.56
2189,150465.84
2190,77359.94
2191,73120.17
2192,97740.664
2193,112116.945
2194,114645.02
2195,128299.13
2196,114031.52
2197,110049.97
2198,158903.02
2199,166640.23
2200,148692.06
2201,150406.78
2202,176855.77
2203,174575.12
2204,204561.56
2205,128606.77
2206,133916.97
2207,219414.58
2208,249651.88
2209,232420.48
2210,115818.4
2211,112226.88
2212,118717.08
2213,112035.94
2214,160691.23
2215,111071.71
2216,150721.31
2217,41119.414
2218,104844.89
2219,79318.04
2220,95071.94
2221,221899.03
2222,223836.31
2223,233177.98
2224,208969.38
2225,157524.66
2226,201303.4
2227,191178.84
2228,226326.47
2229,242045.83
2230,154849.0
2231,204588.31
2232,181465.31
2233,185807.27
2234,215021.55
2235,211320.25
2236,262293.38
2237,276090.88
2238,173628.44
2239,128744.88
2240,147579.0
2241,153580.81
2242,113876.28
2243,124408.82
2244,96824.39
2245,72987.67
2246,129259.445
2247,110796.21
2248,136391.28
2249,121005.73
2250,125074.33
2251,166444.62
2252,170105.62
2253,159149.25
2254,188103.34
2255,177663.31
2256,176879.75
2257,203504.02
2258,154026.16
2259,189503.61
2260,167078.19
2261,169683.38
2262,191315.06
2263,334694.88
2264,329237.12
2265,169087.31
2266,246987.72
2267,409937.3
2268,393064.8
2269,152557.31
2270,180482.62
2271,187962.56
2272,178998.69
2273,156454.0
2274,181561.33
2275,156217.66
2276,166051.0
2277,173528.14
2278,155576.28
2279,125379.94
2280,137157.8
2281,168984.6
2282,179359.4
2283,104672.63
2284,120013.32
2285,145332.38
2286,121136.13
2287,379329.7
2288,286307.0
2289,409846.62
2290,450860.9
2291,346514.72
2292,431694.38
2293,547822.44
2294,413023.2
2295,521175.4
2296,371259.8
2297,302507.75
2298,401859.0
2299,379921.1
2300,358806.88
2301,245636.88
2302,237190.17
2303,296361.78
2304,255652.0
2305,193626.47
2306,189229.98
2307,192440.06
2308,228121.86
2309,285243.4
2310,199858.98
2311,193664.94
2312,165461.17
2313,173067.33
2314,164213.95
2315,182044.34
2316,214185.48
2317,187350.34
2318,181562.56
2319,179706.66
2320,178592.25
2321,204113.36
2322,162899.56
2323,179028.1
2324,158695.72
2325,215784.62
2326,164880.81
2327,218121.5
2328,221452.0
2329,187132.1
2330,208529.53
2331,350131.06
2332,391802.12
2333,336980.47
2334,286746.22
2335,276467.25
2336,308504.88
2337,218360.52
2338,253218.83
2339,228391.27
2340,422750.12
2341,247144.03
2342,223904.22
2343,225626.97
2344,252445.95
2345,239773.92
2346,216815.89
2347,215245.11
2348,250111.0
2349,191056.78
2350,263526.25
2351,267304.53
2352,289569.1
2353,304685.44
2354,153484.08
2355,163747.19
2356,144035.66
2357,185099.83
2358,204920.28
2359,158989.44
2360,125492.6
2361,133830.16
2362,315375.06
2363,131858.33
2364,147362.81
2365,194247.2
2366,181813.58
2367,223735.03
2368,191049.62
2369,238274.61
2370,169651.38
2371,165574.77
2372,201153.31
2373,260098.38
2374,288401.9
2375,252917.56
2376,384078.12
2377,414856.12
2378,153265.44
2379,199719.88
2380,152442.64
2381,162093.05
2382,208556.05
2383,209358.92
2384,257619.94
2385,146404.75
2386,138698.78
2387,131134.97
2388,103669.61
2389,124253.73
2390,148108.31
2391,134719.6
2392,118583.516
2393,154197.62
2394,136870.19
2395,221509.64
2396,156052.33
2397,182760.47
2398,143660.16
2399,49639.277
2400,48044.02
2401,112701.945
2402,146342.92
2403,143163.12
2404,160306.2
2405,154432.47
2406,136953.72
2407,121906.2
2408,133921.52
2409,130754.64
2410,172009.5
2411,118643.73
2412,165008.72
2413,127335.0
2414,144872.89
2415,140274.73
2416,120653.58
2417,126914.65
2418,127435.99
2419,138894.56
2420,122396.445
2421,166174.9
2422,132578.98
2423,131118.53
2424,145803.25
2425,285135.8
2426,116934.836
2427,150068.22
2428,168304.94
2429,113209.4
2430,125530.1
2431,119034.375
2432,131826.16
2433,142441.4
2434,134601.03
2435,146622.2
2436,108626.35
2437,116586.234
2438,124486.586
2439,106437.164
2440,105989.016
2441,67535.89
2442,95215.1
2443,132757.81
2444,121440.086
2445,87920.125
2446,141860.38
2447,182951.5
2448,136656.75
2449,119725.95
2450,145225.2
2451,138857.86
2452,217423.19
2453,115064.71
2454,141592.88
2455,121205.234
2456,133528.25
2457,122257.76
2458,143742.88
2459,118582.03
2460,131642.19
2461,132955.5
2462,129713.164
2463,121511.77
2464,172248.53
2465,137510.55
2466,117040.83
2467,119653.734
2468,83300.37
2469,69451.26
2470,176854.88
2471,217682.5
2472,197314.45
2473,90834.27
2474,57730.344
2475,245469.0
2476,106628.23
2477,144217.34
2478,169949.83
2479,111607.29
2480,149445.97
2481,129168.2
2482,127407.805
2483,116881.58
2484,122716.04
2485,128366.695
2486,136837.53
2487,107564.96
2488,150522.34
2489,153729.3
2490,137923.97
2491,105645.914
2492,188496.94
2493,157762.11
2494,151004.72
2495,106011.26
2496,311138.8
2497,160075.52
2498,107114.13
2499,95492.47
2500,128672.27
2501,135586.55
2502,129437.1
2503,70422.586
2504,224612.14
2505,225318.56
2506,261040.1
2507,366723.5
2508,261496.73
2509,211833.19
2510,203378.95
2511,173179.25
2512,216358.56
2513,209756.61
2514,255657.06
2515,150216.25
2516,161467.69
2517,150373.47
2518,175516.53
2519,247645.88
2520,217040.88
2521,209014.75
2522,227457.5
2523,117581.484
2524,136201.17
2525,136763.6
2526,131679.5
2527,137763.9
2528,126039.13
2529,125758.82
2530,136660.69
2531,236030.42
2532,228610.64
2533,218454.12
2534,230866.9
2535,323236.3
2536,235979.38
2537,221838.27
2538,181647.73
2539,169925.97
2540,187918.12
2541,181255.58
2542,179408.2
2543,139109.81
2544,111997.4
2545,129614.7
2546,127821.46
2547,129726.99
2548,156298.78
2549,155151.1
2550,256799.0
2551,144306.1
2552,122110.945
2553,86517.93
2554,89180.5
2555,105575.586
2556,91329.53
2557,99146.555
2558,195851.16
2559,152481.66
2560,141119.83
2561,135371.81
2562,140895.5
2563,147243.56
2564,169363.56
2565,179943.84
2566,168880.25
2567,129329.13
2568,223316.02
2569,211715.73
2570,114077.11
2571,201345.5
2572,143792.45
2573,215239.61
2574,345601.44
2575,115116.305
2576,150489.92
2577,170608.75
2578,79935.54
2579,81689.13
2580,130195.63
2581,87439.39
2582,125996.85
2583,271310.1
2584,164560.75
2585,182171.66
2586,206744.47
2587,182818.72
2588,141650.39
2589,145300.55
2590,196408.22
2591,250248.4
2592,257318.08
2593,260074.84
2594,167442.27
2595,189428.31
2596,311950.88
2597,194050.03
2598,295663.22
2599,349349.3
2600,263729.38
2601,146827.78
2602,73702.74
2603,81042.54
2604,90323.055
2605,81908.52
2606,147940.34
2607,218031.36
2608,252734.56
2609,166120.33
2610,127160.164
2611,153857.75
2612,152204.81
2613,124096.055
2614,125773.33
2615,153601.03
2616,148116.4
2617,164717.11
2618,210824.6
2619,191337.31
2620,185626.56
2621,186713.72
2622,200513.33
2623,266109.25
2624,360292.38
2625,409676.3
2626,158997.81
2627,158498.25
2628,442623.38
2629,470977.78
2630,359293.94
2631,526367.7
2632,434073.22
2633,311854.56
2634,406750.56
2635,152870.23
2636,193536.28
2637,157308.25
2638,287089.0
2639,179451.44
2640,149967.47
2641,111630.76
2642,183166.78
2643,103991.48
2644,131246.33
2645,107578.26
2646,96669.48
2647,118167.23
2648,149250.03
2649,150945.38
2650,147104.25
2651,150773.56
2652,437385.16
2653,250650.47
2654,285342.0
2655,394094.5
2656,309011.2
2657,343737.97
2658,338470.56
2659,311044.84
2660,342689.2
2661,413778.56
2662,367265.25
2663,311308.75
2664,259769.53
2665,299045.44
2666,286548.5
2667,174650.78
2668,179993.62
2669,180893.64
2670,285183.62
2671,182682.34
2672,179550.11
2673,188026.38
2674,189021.48
2675,158582.53
2676,191779.64
2677,199713.56
2678,284619.3
2679,258750.48
2680,271328.56
2681,369607.3
2682,310411.5
2683,450385.3
2684,310990.94
2685,372893.44
2686,285927.12
2687,293675.44
2688,239591.8
2689,203992.88
2690,453319.25
2691,212621.22
2692,152654.55
2693,194492.95
2694,155186.69
2695,199386.22
2696,187231.81
2697,197172.5
2698,157334.22
2699,168808.03
2700,157387.95
2701,150952.16
2702,119951.695
2703,134360.11
2704,146980.28
2705,120028.26
2706,117986.92
2707,130719.375
2708,134513.97
2709,111760.4
2710,123984.21
2711,310562.8
2712,411880.62
2713,180949.53
2714,148826.03
2715,169313.78
2716,143995.61
2717,224575.06
2718,233263.34
2719,157791.6
2720,163560.78
2721,124588.06
2722,171220.38
2723,123738.086
2724,131344.1
2725,132237.78
2726,144183.47
2727,158809.52
2728,181968.86
2729,147408.56
2730,145918.98
2731,128281.84
2732,137798.53
2733,158344.47
2734,206557.5
2735,136603.72
2736,169063.1
2737,120695.805
2738,141060.78
2739,152546.9
2740,130269.97
2741,143723.38
2742,157153.66
2743,158383.61
2744,152089.88
2745,129060.195
2746,143684.22
2747,164351.52
2748,139983.4
2749,148607.88
2750,123629.34
2751,131877.7
2752,198811.28
2753,133508.81
2754,208957.16
2755,136383.92
2756,94500.01
2757,75062.984
2758,84901.21
2759,160006.78
2760,131225.86
2761,148591.97
2762,142257.38
2763,175585.0
2764,168277.34
2765,287755.12
2766,147174.44
2767,90434.21
2768,139967.72
2769,128350.016
2770,121953.21
2771,107803.08
2772,122731.234
2773,203125.81
2774,134689.34
2775,100844.086
2776,131954.27
2777,126801.48
2778,92881.46
2779,117335.414
2780,101580.12
2781,92281.76
2782,113381.36
2783,124999.664
2784,113716.61
2785,146144.16
2786,60919.4
2787,119217.305
2788,92656.91
2789,128579.99
2790,108242.63
2791,118320.27
2792,64981.5
2793,169252.78
2794,108980.41
2795,123116.73
2796,106588.56
2797,241544.56
2798,122760.21
2799,119589.67
2800,85669.43
2801,104288.695
2802,119359.67
2803,146897.78
2804,119890.62
2805,108180.53
2806,86116.49
2807,140565.66
2808,145661.19
2809,132731.23
2810,122402.85
2811,162314.33
2812,145444.4
2813,149609.81
2814,155511.81
2815,117182.516
2816,217594.84
2817,151766.72
2818,133936.3
2819,145695.9
2820,148398.88
2821,105729.12
2822,214003.22
2823,312521.06
2824,183925.16
2825,156602.84
2826,128163.14
2827,134999.33
2828,281627.38
2829,190839.81
2830,242047.5
2831,168683.62
2832,266557.5
2833,259025.44
2834,222550.64
2835,217244.95
2836,191398.38
2837,141960.56
2838,151439.92
2839,197817.3
2840,187290.36
2841,209019.64
2842,206194.44
2843,157301.34
2844,159112.31
2845,124642.836
2846,218530.4
2847,207238.47
2848,209942.53
2849,226452.56
2850,272359.4
2851,237735.3
2852,223948.4
2853,243557.38
2854,139880.78
2855,190119.6
2856,218361.14
2857,192809.22
2858,184971.7
2859,134742.77
2860,124138.164
2861,136112.9
2862,195516.25
2863,122815.79
2864,261472.56
2865,146462.3
2866,136614.08
2867,103253.78
2868,95235.29
2869,92418.29
2870,128543.22
2871,89327.38
2872,48388.875
2873,106579.805
2874,135926.55
2875,100663.29
2876,166210.8
2877,136465.72
2878,157061.4
2879,145844.42
2880,105866.2
2881,183031.47
2882,176768.03
2883,181097.69
2884,185434.0
2885,202397.69
2886,261713.72
2887,95988.85
2888,120322.65
2889,66756.21
2890,80992.64
2891,145429.47
2892,55665.688
2893,87310.67
2894,78581.88
2895,319777.5
2896,229085.73
2897,188506.25
2898,158886.45
2899,202838.19
2900,145895.17
2901,210334.2
2902,178929.34
2903,354852.25
2904,321519.78
2905,150176.62
2906,170137.94
2907,116624.68
2908,134765.58
2909,143062.88
2910,83275.32
2911,70754.37
2912,160456.75
2913,66187.6
2914,80061.79
2915,88887.47
2916,67923.055
2917,177264.3
2918,138706.16
2919,222493.61
